URL,Nor/Mal,has_ip,long_url,is_shortened,has_at_symbol,has_double_slash,has_dash,subdomain_count,is_https,domain_reg_length,has_favicon,non_standard_port
https://han.gl/hURrry,1,0,21,1,0,0,0,0,1,4,1,0
http://nssnissshch.wiki,1,0,23,1,0,0,0,0,0,4,1,0
http://dasdqcsaca.store,1,0,23,1,0,0,0,0,0,1,0,1
http://sdfdfhbfghgf.site,1,0,24,1,0,0,0,0,0,4,0,0
http://am.dfgfhgfhfhg.site,1,0,26,1,0,0,0,1,0,4,1,1
http://aa.sdfdfhbfghgf.store,1,0,28,1,0,0,0,1,0,4,0,0
http://mashcgsd.bio,1,0,19,1,0,0,0,0,0,1,0,1
https://c11.kr/1d6lv,1,0,20,1,0,0,0,0,1,1,1,0
http://orl.kr/VkF,1,0,17,1,0,0,0,0,0,2,0,1
http://bit.ly/3KDqu6V,1,0,21,1,0,0,0,0,0,4,0,0
https://c11.kr/1d6ir,1,0,20,1,0,0,0,0,1,1,0,0
http://asdvdfdfd.site,1,0,21,1,0,0,0,0,0,4,1,0
http://dasdqcsaca.store,1,0,23,1,0,0,0,0,0,4,1,0
http://sdfdfhbfghgf.store,1,0,25,1,0,0,0,0,0,2,0,1
http://sdfdfhbfghgf.site,1,0,24,1,0,0,0,0,0,1,0,1
http://nssnissshch.wiki,1,0,23,1,0,0,0,0,0,1,1,1
http://mashcgsd.bio,1,0,19,1,0,0,0,0,0,1,1,0
http://nssnissshch.wiki,1,0,23,1,0,0,0,0,0,2,0,0
http://dkk.martsbn.top/,1,0,23,1,0,0,0,1,0,4,0,0
http://www.martsbg.top,1,0,22,1,0,0,0,1,0,3,1,1
https://c11.kr/1d6ir,1,0,20,1,0,0,0,0,1,4,1,1
https://c11.kr/1d535,1,0,20,1,0,0,0,0,1,4,0,1
http://www.martsbg.top,1,0,22,1,0,0,0,1,0,3,1,0
https://c11.kr/1d618,1,0,20,1,0,0,0,0,1,3,1,0
http://s11.d5km.wtf,1,0,19,1,0,0,0,1,0,3,1,0
http://aaa3.xcvdfgdfgdfg.store,1,0,30,1,0,0,0,1,0,3,1,0
http://dfgfhgfhfhg.online,1,0,25,1,0,0,0,0,0,1,1,0
http://nssnissshch.wiki,1,0,23,1,0,0,0,0,0,1,1,0
http://sdfdfhbfghgf.store,1,0,25,1,0,0,0,0,0,2,1,0
http://cb05.f8ud.wtf,1,0,20,1,0,0,0,1,0,2,0,0
http://dasdqcsaca.store,1,0,23,1,0,0,0,0,0,2,1,0
http://an16.a5gh.wtf,1,0,20,1,0,0,0,1,0,4,1,1
http://iy04.a9ij.wtf,1,0,20,1,0,0,0,1,0,1,0,1
https://me2.do/GEurtvKb,1,0,23,1,0,0,0,0,1,1,0,1
https://t.ly/B61T,1,0,17,1,0,0,0,0,1,4,1,0
http://k05.g9of.wtf,1,0,19,1,0,0,0,1,0,4,1,0
http://iy06.t7df.wtf,1,0,20,1,0,0,0,1,0,3,1,1
http://dfgfhgfhfhg.online,1,0,25,1,0,0,0,0,0,1,0,0
http://dasdqcsaca.store,1,0,23,1,0,0,0,0,0,3,0,0
http://sdfdfhbfghgf.site,1,0,24,1,0,0,0,0,0,4,0,0
http://nssnissshch.wiki,1,0,23,1,0,0,0,0,0,4,1,0
https://c11.kr/1d52e,1,0,20,1,0,0,0,0,1,1,1,0
http://dkk.martsbn.top/,1,0,23,1,0,0,0,1,0,2,1,0
https://c11.kr/1cygz,1,0,20,1,0,0,0,0,1,3,1,0
http://jsja.tughv.com,1,0,21,1,0,0,0,1,0,2,1,0
http://zfoio.dvcho.com,1,0,22,1,0,0,0,1,0,2,0,1
http://lqjzw.qngcb.com,1,0,22,1,0,0,0,1,0,4,0,1
http://www.martsbg.top,1,0,22,1,0,0,0,1,0,4,1,0
https://me2.kr/teMii.,1,0,21,1,0,0,0,0,1,1,0,0
https://bit.ly/3MzhNx4,1,0,22,1,0,0,0,0,1,3,1,0
http://afgt12.xcvdfgdfgdfg.store/,1,0,33,1,0,0,0,1,0,1,0,1
http://ay.dfgfhgfhfhg.site,1,0,26,1,0,0,0,1,0,1,0,0
http://mashcgsd.bio,1,0,19,1,0,0,0,0,0,2,0,1
http://dasdqcsaca.store,1,0,23,1,0,0,0,0,0,1,0,0
http://wjylb.ogdsp.com,1,0,22,1,0,0,0,1,0,1,0,1
https://me2.do/GEurtvKb,1,0,23,1,0,0,0,0,1,1,0,0
http://xb05.h9ts.wtf,1,0,20,1,0,0,0,1,0,2,0,0
http://sdfdfhbfghgf.site,1,0,24,1,0,0,0,0,0,3,0,0
http://lj.xcvdfgdfgdfg.site/,1,0,28,1,0,0,0,1,0,2,1,1
http://iy02.b6yh.wtf,1,0,20,1,0,0,0,1,0,2,1,0
http://in08.a9ij.wtf,1,0,20,1,0,0,0,1,0,2,0,0
http://dfgfhgfhfhg.site,1,0,23,1,0,0,0,0,0,1,0,0
http://dasdqcsaca.store,1,0,23,1,0,0,0,0,0,3,1,0
http://cy22.h6yu.wtf,1,0,20,1,0,0,0,1,0,4,0,1
http://cx18.e2kp.wtf,1,0,20,1,0,0,0,1,0,1,1,0
http://cx02.i5ms.wtf,1,0,20,1,0,0,0,1,0,2,0,0
http://c07.o3pr.wtf,1,0,19,1,0,0,0,1,0,2,1,0
http://ax04.k7yg.wtf,1,0,20,1,0,0,0,1,0,2,1,0
http://ac.dfgfhgfhfhg.site,1,0,26,1,0,0,0,1,0,4,0,1
http://dasdqcsaca.store,1,0,23,1,0,0,0,0,0,2,1,1
https://orl.kr/XjF,1,0,18,1,0,0,0,0,1,1,1,1
https://ko.gl/liXYc,1,0,19,1,0,0,0,0,1,3,1,0
https://ko.gl/cSXun,1,0,19,1,0,0,0,0,1,3,0,0
https://han.gl/uGuckQ,1,0,21,1,0,0,0,0,1,3,1,0
https://han.gl/BjgVdz,1,0,21,1,0,0,0,0,1,4,0,1
https://c11.kr/1crzz,1,0,20,1,0,0,0,0,1,2,1,0
https://buly.kr/ChkLjG9,1,0,23,1,0,0,0,0,1,4,1,0
https://bit.ly/3ZEb7QX,1,0,22,1,0,0,0,0,1,2,0,0
https://bit.ly/3MwJA12,1,0,22,1,0,0,0,0,1,4,0,1
http://www.martsbg.top,1,0,22,1,0,0,0,1,0,4,1,1
http://dkk.martsbn.top/,1,0,23,1,0,0,0,1,0,3,0,1
http://thhjr.cgutp.com,1,0,22,1,0,0,0,1,0,4,1,1
http://fsxcu.qngcb.com,1,0,22,1,0,0,0,1,0,2,0,0
http://fdafq.dvcho.com,1,0,22,1,0,0,0,1,0,2,0,0
http://avvex.ogdsp.com,1,0,22,1,0,0,0,1,0,4,1,1
https://han.gl/SPBxrS,1,0,21,1,0,0,0,0,1,3,1,1
http://nkm.gartsbg.top,1,0,22,1,0,0,0,1,0,4,1,1
http://kk.cjlogistm.com,1,0,23,1,0,0,0,1,0,1,1,0
http://c11.kr/1dbi5,1,0,19,1,0,0,0,0,0,4,0,1
http://jyfcgt.dasdqcsaca.store/,1,0,31,1,0,0,0,1,0,1,1,0
http://c11.kr/1dbi5,1,0,19,1,0,0,0,0,0,4,1,0
http://kmygm.ogdsp.com,1,0,22,1,0,0,0,1,0,1,1,0
http://tbkxl.cgutp.com,1,0,22,1,0,0,0,1,0,2,1,0
http://c11.kr/1dbi5,1,0,19,1,0,0,0,0,0,2,1,0
http://nkm.gartsbg.top,1,0,22,1,0,0,0,1,0,1,1,1
http://gwdmo.ogdsp.com,1,0,22,1,0,0,0,1,0,3,0,0
http://thhjr.cgutp.com,1,0,22,1,0,0,0,1,0,3,1,0
https://c11.kr/1dcvk,1,0,20,1,0,0,0,0,1,4,0,1
http://ggm.ifnetkg.xyz,1,0,22,1,0,0,0,1,0,1,1,1
http://sp.eiftx.asia,1,0,20,1,0,0,0,1,0,4,0,1
http://jyfcgt.dasdqcsaca.store/,1,0,31,1,0,0,0,1,0,1,0,1
http://ssd6.sdfdfhbfghgf.store,1,0,30,1,0,0,0,1,0,3,1,1
http://asdvdfdfd.site,1,0,21,1,0,0,0,0,0,3,1,0
http://ag.dfgfhgfhfhg.site,1,0,26,1,0,0,0,1,0,1,1,0
http://cy2.g3er.wtf,1,0,19,1,0,0,0,1,0,4,0,0
http://c05.o5tw.wtf,1,0,19,1,0,0,0,1,0,3,0,0
http://jyfve.nskf.fyi,1,0,21,1,0,0,0,1,0,3,1,0
http://xcvdfgdfgdfg.site,1,0,24,1,0,0,0,0,0,1,0,0
http://by12.b6yh.wtf,1,0,20,1,0,0,0,1,0,4,1,1
https://kuza.me/rgvTZ,1,0,21,1,0,0,0,0,1,2,0,1
https://buly.kr/1pkqLJ,1,0,22,1,0,0,0,0,1,4,1,0
https://c11.kr/1d639,1,0,20,1,0,0,0,0,1,4,1,1
https://c11.kr/1d5qh,1,0,20,1,0,0,0,0,1,3,1,1
https://c11.kr/1d535,1,0,20,1,0,0,0,0,1,4,0,0
https://orl.kr/XjF,1,0,18,1,0,0,0,0,1,4,1,1
https://c11.kr/1d5pl,1,0,20,1,0,0,0,0,1,2,1,1
https://c11.kr/1cxe0,1,0,20,1,0,0,0,0,1,2,0,1
https://han.gl/nsYgOY,1,0,21,1,0,0,0,0,1,4,0,0
https://han.gl/ggbCBd,1,0,21,1,0,0,0,0,1,3,0,0
https://han.gl/USNeW,1,0,20,1,0,0,0,0,1,2,1,1
http://dokdo.in/QNj,1,0,19,1,0,0,0,0,0,4,1,0
http://dokdo.in/y8B,1,0,19,1,0,0,0,0,0,4,0,0
http://xxxqq.cgutp.com,1,0,22,1,0,0,0,1,0,3,0,1
http://hszko.dvcho.com,1,0,22,1,0,0,0,1,0,4,0,0
http://muzgd.ogdsp.com,1,0,22,1,0,0,0,1,0,2,1,0
http://qqqwh.ndgsd.com,1,0,22,1,0,0,0,1,0,3,0,1
http://pgzfv.qngcb.com,1,0,22,1,0,0,0,1,0,2,1,0
http://c11.kr/1dbi5,1,0,19,1,0,0,0,0,0,2,0,1
http://nkm.gartsbg.top,1,0,22,1,0,0,0,1,0,1,0,0
https://c11.kr/1dbzm,1,0,20,1,0,0,0,0,1,4,1,1
https://c11.kr/1dbzp,1,0,20,1,0,0,0,0,1,2,1,0
https://c11.kr/1dc0e,1,0,20,1,0,0,0,0,1,1,0,0
https://c11.kr/1dc0e,1,0,20,1,0,0,0,0,1,3,1,0
https://c11.kr/1dc0e,1,0,20,1,0,0,0,0,1,1,1,1
https://c11.kr/1dc2h,1,0,20,1,0,0,0,0,1,4,0,0
https://c11.kr/1dc2h,1,0,20,1,0,0,0,0,1,4,0,1
https://buly.kr/2fZ9AJE,1,0,23,1,0,0,0,0,1,3,0,1
http://kks.logesk.com/,1,0,22,1,0,0,0,1,0,3,1,1
http://gk.ilognoild.com,1,0,23,1,0,0,0,1,0,1,0,1
https://c11.kr/1dc2h,1,0,20,1,0,0,0,0,1,2,1,0
https://buly.kr/2fZ9AJE,1,0,23,1,0,0,0,0,1,1,0,1
http://plori.ykqhd.com,1,0,22,1,0,0,0,1,0,1,0,1
https://c11.kr/1dcvk,1,0,20,1,0,0,0,0,1,4,1,0
http://c11.kr/1dcvk,1,0,19,1,0,0,0,0,0,2,0,1
https://c11.kr/1dcvk,1,0,20,1,0,0,0,0,1,4,0,0
http://dokdo.in/Jc6,1,0,19,1,0,0,0,0,0,2,1,0
http://dokdo.in/svy,1,0,19,1,0,0,0,0,0,2,0,1
http://dokdo.in/auw,1,0,19,1,0,0,0,0,0,3,0,0
http://dokdo.in/kBr,1,0,19,1,0,0,0,0,0,3,0,1
http://dokdo.in/4uG,1,0,19,1,0,0,0,0,0,3,1,0
http://dokdo.in/4uG,1,0,19,1,0,0,0,0,0,2,0,0
http://dokdo.in/Jc6,1,0,19,1,0,0,0,0,0,4,1,1
http://fjysw.dvcho.com,1,0,22,1,0,0,0,1,0,2,1,1
http://qkhmc.ogdsp.com,1,0,22,1,0,0,0,1,0,3,1,1
http://thhjr.cgutp.com,1,0,22,1,0,0,0,1,0,4,1,1
http://nkm.gartsbg.top,1,0,22,1,0,0,0,1,0,4,1,0
https://c11.kr/1dbzm,1,0,20,1,0,0,0,0,1,3,0,0
https://c11.kr/1dbzp,1,0,20,1,0,0,0,0,1,2,1,1
https://c11.kr/1dbzp,1,0,20,1,0,0,0,0,1,1,1,0
https://c11.kr/1dc0e,1,0,20,1,0,0,0,0,1,4,0,0
https://c11.kr/1dc2h,1,0,20,1,0,0,0,0,1,1,0,1
https://c11.kr/1dbzp,1,0,20,1,0,0,0,0,1,1,1,1
https://c11.kr/1dc0e,1,0,20,1,0,0,0,0,1,1,1,0
https://c11.kr/1dc2h,1,0,20,1,0,0,0,0,1,2,0,1
https://c11.kr/1d52e,1,0,20,1,0,0,0,0,1,4,1,0
https://c11.kr/1d639,1,0,20,1,0,0,0,0,1,1,1,1
https://bit.ly/3zvi1h2,1,0,22,1,0,0,0,0,1,4,0,0
http://bit.ly/3OjdJhz,1,0,21,1,0,0,0,0,0,4,0,0
https://c11.kr/1dbzp,1,0,20,1,0,0,0,0,1,2,0,1
https://c11.kr/1dc0e,1,0,20,1,0,0,0,0,1,2,0,1
http://yshfd.townr.kr,1,0,21,1,0,0,0,1,0,2,0,0
http://a13.i9um.wtf,1,0,19,1,0,0,0,1,0,3,0,0
http://nis.oind.casa,1,0,20,1,0,0,0,1,0,4,1,1
https://c11.kr/1d639,1,0,20,1,0,0,0,0,1,1,0,0
https://c11.kr/1cxdk,1,0,20,1,0,0,0,0,1,4,1,0
http://htovo.cpwey.com,1,0,22,1,0,0,0,1,0,3,0,1
https://c11.kr/1dc2h,1,0,20,1,0,0,0,0,1,3,0,1
http://nkm.gartsbg.top,1,0,22,1,0,0,0,1,0,3,0,1
http://htovo.cpwey.com,1,0,22,1,0,0,0,1,0,3,0,1
https://c11.kr/1dc2h,1,0,20,1,0,0,0,0,1,2,0,1
https://han.gl/pFxrHi,1,0,21,1,0,0,0,0,1,2,0,0
https://c11.kr/1dbzp,1,0,20,1,0,0,0,0,1,2,0,0
http://mhkvt.wwbgh.com,1,0,22,1,0,0,0,1,0,2,0,0
http://kk.cjlogistm.com,1,0,23,1,0,0,0,1,0,1,0,0
http://dasdqcsaca.store,1,0,23,1,0,0,0,0,0,1,0,1
http://nssnissshch.wiki,1,0,23,1,0,0,0,0,0,1,1,1
http://uaxtj.ogdsp.com,1,0,22,1,0,0,0,1,0,3,1,1
http://dvznz.dvcho.com,1,0,22,1,0,0,0,1,0,4,1,0
http://vbuhl.cgutp.com,1,0,22,1,0,0,0,1,0,4,0,0
http://qkyho.cpwey.com,1,0,22,1,0,0,0,1,0,4,1,1
http://ijtmv.cgutp.com,1,0,22,1,0,0,0,1,0,1,0,1
http://zuio9.modt.bio,1,0,21,1,0,0,0,1,0,2,0,1
http://nssnissshch.wiki,1,0,23,1,0,0,0,0,0,2,0,0
http://m24.d5km.wtf,1,0,19,1,0,0,0,1,0,2,1,1
http://dfgfhgfhfhg.site,1,0,23,1,0,0,0,0,0,3,0,1
http://dasdqcsaca.store,1,0,23,1,0,0,0,0,0,2,0,0
http://cb14.x0kg.wtf,1,0,20,1,0,0,0,1,0,2,1,0
http://asdvdfdfd.site,1,0,21,1,0,0,0,0,0,2,0,0
http://ad.dfgfhgfhfhg.site,1,0,26,1,0,0,0,1,0,2,0,0
https://ko.gl/cSXun,1,0,19,1,0,0,0,0,1,1,0,1
https://han.gl/XVlJsg,1,0,21,1,0,0,0,0,1,2,1,0
https://c11.kr/1d61y,1,0,20,1,0,0,0,0,1,3,0,1
https://buly.kr/ChkLjG9,1,0,23,1,0,0,0,0,1,4,1,0
https://bit.ly/3zwPBDf,1,0,22,1,0,0,0,0,1,4,0,1
https://c11.kr/1ei4,1,0,19,1,0,0,0,0,1,1,1,0
http://zunan.cgutp.com,1,0,22,1,0,0,0,1,0,4,1,0
http://wjylb.ogdsp.com,1,0,22,1,0,0,0,1,0,1,0,0
http://uzjag.qngcb.com,1,0,22,1,0,0,0,1,0,4,1,1
http://twcnh.dvcho.com,1,0,22,1,0,0,0,1,0,3,0,0
http://qkyho.cpwey.com,1,0,22,1,0,0,0,1,0,3,0,0
http://puebh.qrgbn.com,1,0,22,1,0,0,0,1,0,3,1,0
http://jvzwg.iuqvn.com,1,0,22,1,0,0,0,1,0,2,1,1
https://c11.kr/1d618,1,0,20,1,0,0,0,0,1,3,1,1
http://mks.ilogendkm.com/,1,0,25,1,0,0,0,1,0,4,0,1
http://nhisis.xyz/,1,0,18,1,0,0,0,0,0,1,0,1
http://nshdyxsadd.shop,1,0,22,1,0,0,0,0,0,1,0,0
http://nssnissshch.life,1,0,23,1,0,0,0,0,0,1,0,0
http://nshdyxsadd.shop,1,0,22,1,0,0,0,0,0,1,0,0
http://y13.c3ed.wtf,1,0,19,1,0,0,0,1,0,1,0,0
http://jds3s.hdie.agency,1,0,24,1,0,0,0,1,0,2,1,1
http://xcvdfgdfgdfg.store,1,0,25,1,0,0,0,0,0,2,1,0
http://nshdyxsadd.world,1,0,23,1,0,0,0,0,0,2,0,1
http://nhisis.xyz/,1,0,18,1,0,0,0,0,0,4,1,1
http://r02.h2wq.wtf,1,0,19,1,0,0,0,1,0,1,1,1
http://nshdyxsadd.shop,1,0,22,1,0,0,0,0,0,1,0,1
http://nssnissshch.life,1,0,23,1,0,0,0,0,0,1,0,0
http://y13.c3ed.wtf,1,0,19,1,0,0,0,1,0,1,1,0
http://sdfdfhbfghgf.site,1,0,24,1,0,0,0,0,0,4,1,1
http://dfgfhgfhfhg.site,1,0,23,1,0,0,0,0,0,3,1,1
http://dasdqcsaca.store,1,0,23,1,0,0,0,0,0,2,1,1
https://kuza.me/zzjBK,1,0,21,1,0,0,0,0,1,3,1,1
http://poli1.modt.bio,1,0,21,1,0,0,0,1,0,4,0,0
http://lpomlo.modt.bio,1,0,22,1,0,0,0,1,0,1,1,0
https://c11.kr/1d5q9,1,0,20,1,0,0,0,0,1,2,0,1
https://c11.kr/1cxe0,1,0,20,1,0,0,0,0,1,4,1,0
https://han.gl/ggbCBd,1,0,21,1,0,0,0,0,1,3,0,1
https://orl.kr/YjF,1,0,18,1,0,0,0,0,1,2,0,0
https://ko.gl/cSXun,1,0,19,1,0,0,0,0,1,2,0,0
http://fjysw.dvcho.com,1,0,22,1,0,0,0,1,0,1,0,0
http://vpzie.qngcb.com,1,0,22,1,0,0,0,1,0,3,0,0
http://c11.kr/1dbi5,1,0,19,1,0,0,0,0,0,3,1,1
http://gs.ilogenci.com/,1,0,23,1,0,0,0,1,0,1,0,0
http://nhisis.xyz/,1,0,18,1,0,0,0,0,0,3,1,1
http://nssnissshch.life,1,0,23,1,0,0,0,0,0,3,1,0
http://dasdqcsaca.store,1,0,23,1,0,0,0,0,0,1,0,1
http://nhisis.xyz/,1,0,18,1,0,0,0,0,0,1,1,0
http://nshdyxsadd.world,1,0,23,1,0,0,0,0,0,4,1,0
http://xcvdfgdfgdfg.store,1,0,25,1,0,0,0,0,0,1,0,1
http://nshdyxsadd.shop,1,0,22,1,0,0,0,0,0,4,1,1
http://y13.c3ed.wtf,1,0,19,1,0,0,0,1,0,1,1,0
http://dasdqcsaca.store,1,0,23,1,0,0,0,0,0,2,1,1
https://ss.skmmd.top,1,0,20,1,0,0,0,1,1,2,0,0
https://c11.kr/1dc2h,1,0,20,1,0,0,0,0,1,2,1,0
https://c11.kr/1dht4,1,0,20,1,0,0,0,0,1,1,1,0
https://han.gl/CKlOau,1,0,21,1,0,0,0,0,1,3,0,1
https://dokdo.in/m23,1,0,20,1,0,0,0,0,1,4,0,1
http://n06.b8td.wtf,1,0,19,1,0,0,0,1,0,3,0,1
https://c11.kr/1d5q9,1,0,20,1,0,0,0,0,1,4,1,0
https://c11.kr/1cyhz,1,0,20,1,0,0,0,0,1,4,1,0
http://dkk.martsbn.top/,1,0,23,1,0,0,0,1,0,1,0,1
http://gwdmo.ogdsp.com,1,0,22,1,0,0,0,1,0,1,1,0
http://zfoio.dvcho.com,1,0,22,1,0,0,0,1,0,3,0,0
https://c11.kr/1dht4,1,0,20,1,0,0,0,0,1,4,1,1
https://han.gl/CKlOau,1,0,21,1,0,0,0,0,1,3,1,0
https://han.gl/CKlOau,1,0,21,1,0,0,0,0,1,4,0,1
https://c11.kr/1dht4,1,0,20,1,0,0,0,0,1,4,0,1
https://c11.kr/1dht4,1,0,20,1,0,0,0,0,1,1,0,0
https://bit.ly/3MwJA12,1,0,22,1,0,0,0,0,1,3,1,0
http://mashcgsd.us,1,0,18,1,0,0,0,0,0,3,0,1
http://mashcgsd.us,1,0,18,1,0,0,0,0,0,3,1,0
https://c11.kr/1digc,1,0,20,1,0,0,0,0,1,3,1,0
https://c11.kr/1digo,1,0,20,1,0,0,0,0,1,4,0,1
http://gs25s.uisn.hair,1,0,22,1,0,0,0,1,0,1,1,0
http://jtvx.kndo.miami,1,0,22,1,0,0,0,1,0,3,0,1
http://mashcgsd.us,1,0,18,1,0,0,0,0,0,2,0,0
http://mashcgsd.bio,1,0,19,1,0,0,0,0,0,4,0,0
http://mashcgsd.bio,1,0,19,1,0,0,0,0,0,3,0,1
http://mashcgsd.bio,1,0,19,1,0,0,0,0,0,3,0,1
http://mashcgsd.bio,1,0,19,1,0,0,0,0,0,3,1,0
http://mashcgsd.bio,1,0,19,1,0,0,0,0,0,2,1,1
http://ijtmv.cgutp.com,1,0,22,1,0,0,0,1,0,2,1,0
http://yqfzi.ogdsp.com,1,0,22,1,0,0,0,1,0,3,1,1
http://qkyho.cpwey.com,1,0,22,1,0,0,0,1,0,1,0,0
https://c11.kr/1dht4,1,0,20,1,0,0,0,0,1,1,1,0
http://smk.logensm.com/,1,0,23,1,0,0,0,1,0,2,1,0
http://mashcgsd.us,1,0,18,1,0,0,0,0,0,1,0,1
http://mashcgsd.us,1,0,18,1,0,0,0,0,0,1,1,1
http://mashcgsd.bio,1,0,19,1,0,0,0,0,0,1,1,0
http://kmksn.ogdsp.com,1,0,22,1,0,0,0,1,0,3,0,0
http://ijtmv.cgutp.com,1,0,22,1,0,0,0,1,0,2,1,0
https://c11.kr/1dht4,1,0,20,1,0,0,0,0,1,2,1,0
https://c11.kr/1dijc,1,0,20,1,0,0,0,0,1,4,0,1
http://gs.sjdww.top,1,0,19,1,0,0,0,1,0,3,1,1
https://c11.kr/1dhvt,1,0,20,1,0,0,0,0,1,1,1,0
http://bkk.cjlogistsi.com,1,0,25,1,0,0,0,1,0,4,1,1
https://c11.kr/1dk8s,1,0,20,1,0,0,0,0,1,2,0,0
http://nshdyxsadd.ink,1,0,21,1,0,0,0,0,0,2,1,1
http://v07.e5vb.wtf,1,0,19,1,0,0,0,1,0,4,1,0
http://fecv.akoi.expert,1,0,23,1,0,0,0,1,0,1,0,0
http://dasdqcsaca.store,1,0,23,1,0,0,0,0,0,2,1,0
http://m07.d5km.wtf,1,0,19,1,0,0,0,1,0,1,1,0
http://m02.c7oe.wtf,1,0,19,1,0,0,0,1,0,1,1,0
http://xcvdfgdfgdfg.store,1,0,25,1,0,0,0,0,0,4,1,1
http://nshdyxsadd.ink,1,0,21,1,0,0,0,0,0,2,0,1
http://xcvdfgdfgdfg.site,1,0,24,1,0,0,0,0,0,4,1,1
http://nc.gk0q.site,1,0,19,1,0,0,0,1,0,2,1,0
http://iom.fnb4.media,1,0,21,1,0,0,0,1,0,2,0,0
http://xy16.k2iu.wtf,1,0,20,1,0,0,0,1,0,3,1,1
http://xbc.tmpw.press,1,0,21,1,0,0,0,1,0,1,1,0
http://iy07.a9ij.wtf,1,0,20,1,0,0,0,1,0,3,1,0
http://jyux.eifot.bio,1,0,21,1,0,0,0,1,0,4,1,1
https://url.vet/rkz0k,1,0,21,1,0,0,0,0,1,4,0,0
http://m03.b2ty.wtf,1,0,19,1,0,0,0,1,0,1,0,0
http://x01.j1we.wtf,1,0,19,1,0,0,0,1,0,2,1,1
http://xn07.p7yx.wtf,1,0,20,1,0,0,0,1,0,1,0,1
https://me2.do/xfRQCY8p,1,0,23,1,0,0,0,0,1,3,0,1
http://iy26.n9wd.wtf,1,0,20,1,0,0,0,1,0,1,0,0
https://c11.kr/1d639,1,0,20,1,0,0,0,0,1,2,1,0
http://ijtmv.cgutp.com,1,0,22,1,0,0,0,1,0,3,1,0
http://uaxtj.ogdsp.com,1,0,22,1,0,0,0,1,0,2,0,0
http://fjysw.dvcho.com,1,0,22,1,0,0,0,1,0,4,0,0
http://mytok.cpwey.com,1,0,22,1,0,0,0,1,0,4,1,0
https://c11.kr/1dihj,1,0,20,1,0,0,0,0,1,3,0,1
https://c11.kr/1digo,1,0,20,1,0,0,0,0,1,1,0,0
https://c11.kr/1dhvt,1,0,20,1,0,0,0,0,1,4,0,1
https://c11.kr/1dgrd,1,0,20,1,0,0,0,0,1,1,1,0
http://kk.cjlogistm.com,1,0,23,1,0,0,0,1,0,3,0,0
https://c11.kr/1dht4,1,0,20,1,0,0,0,0,1,4,0,1
https://c11.kr/1dijc,1,0,20,1,0,0,0,0,1,4,1,0
https://c11.kr/1d618,1,0,20,1,0,0,0,0,1,2,1,1
http://kdo.lotteglogisk.com,1,0,27,1,0,0,0,1,0,2,1,1
http://oshih.ykqhd.com,1,0,22,1,0,0,0,1,0,2,1,0
http://c11.kr/,1,0,14,1,0,0,0,0,0,3,1,0
http://xcvdfgdfgdfg.store,1,0,25,1,0,0,0,0,0,3,0,0
http://dasdqcsaca.store,1,0,23,1,0,0,0,0,0,4,0,1
http://kmksn.ogdsp.com,1,0,22,1,0,0,0,1,0,4,0,0
https://c11.kr/1dihj,1,0,20,1,0,0,0,0,1,2,1,1
https://c11.kr/1digo,1,0,20,1,0,0,0,0,1,3,1,0
https://c11.kr/1dijc,1,0,20,1,0,0,0,0,1,4,0,0
http://njlnn.dvcho.com,1,0,22,1,0,0,0,1,0,4,1,0
https://han.gl/CUfWk,1,0,20,1,0,0,0,0,1,3,0,0
http://cvb.cjthemokmdd.top,1,0,26,1,0,0,0,1,0,2,0,0
https://han.gl/HKCPx,1,0,20,1,0,0,0,0,1,1,0,1
https://c11.kr/1dlb1,1,0,20,1,0,0,0,0,1,3,1,1
http://buly.kr/6Mn97ch,1,0,22,1,0,0,0,0,0,3,1,0
http://km.bmunjalio.top,1,0,23,1,0,0,0,1,0,2,1,0
https://buly.kr/2UeTYg3,1,0,23,1,0,0,0,0,1,3,0,0
http://jrxc.hnu5.hair,1,0,21,1,0,0,0,1,0,1,1,1
http://nshdyxsadd.world,1,0,23,1,0,0,0,0,0,1,0,0
http://xcvdfgdfgdfg.store,1,0,25,1,0,0,0,0,0,2,1,0
http://dasdqcsaca.store,1,0,23,1,0,0,0,0,0,1,1,1
http://iy02.t7df.wtf,1,0,20,1,0,0,0,1,0,1,1,0
http://ix05.s4ef.wtf,1,0,20,1,0,0,0,1,0,2,1,1
http://mashcgsd.us,1,0,18,1,0,0,0,0,0,4,1,1
http://v13.e5vb.wtf,1,0,19,1,0,0,0,1,0,3,1,0
http://y11.o3pr.wtf,1,0,19,1,0,0,0,1,0,4,1,1
http://cb09.x0kg.wtf,1,0,20,1,0,0,0,1,0,3,1,0
http://nshdyxsadd.shop,1,0,22,1,0,0,0,0,0,4,0,1
http://in01.m3vt.wtf,1,0,20,1,0,0,0,1,0,4,0,1
http://nhisis.xyz/,1,0,18,1,0,0,0,0,0,3,0,1
http://y07.e8wq.wtf,1,0,19,1,0,0,0,1,0,2,1,1
http://ca23.j3tz.wtf,1,0,20,1,0,0,0,1,0,3,0,0
http://iy08.n9wd.wtf,1,0,20,1,0,0,0,1,0,3,0,0
http://an01.a5gh.wtf,1,0,20,1,0,0,0,1,0,2,1,0
http://r08.a9ij.wtf,1,0,19,1,0,0,0,1,0,4,1,0
http://cb02.w1gk.wtf,1,0,20,1,0,0,0,1,0,1,1,1
